Comment #,Assigned to:,Sentence,Prosocial,Abusive
13862416,592639,Good to see WN is back in Limerick it might counter balance some of the bleeding hearts down here who thought it was fashionable to have ethnic diversity Badboybillx,N/A,No
13862513,591076,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,N/A,Yes
13862527,592921,i'd like to know more about this debate .. is anyone welcome and where exactly is it being held ? good work by the way Mr.Roach. nice publicity .,N/A,No
13862527,592921,88 .,N/A,No
13862647,591103,"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",N/A,Yes
13862779,580968,"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it .",N/A,Yes
13862956,592918,"I was away for the weekend that is why I did get around to posting my blood group ( I do n't see why I should bother anyway ) BTW , I am in blood group `` O ''",N/A,No
13863162,591076,i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,N/A,Yes
13863167,591121,Maybe if you opened your eyes you 'd see that I did .,N/A,No
13863167,591121,"It 's not very Irish to talk behind backs , Ted .",N/A,No
13863167,591121,"Still snooping , eh ?",N/A,No
13863180,592436,"As an Irish nationalist I would never want Northern Ireland to be independent , that part of the population that consider themselves Irish would still be a minority and would still suffer victimisation .",N/A,No
13863356,582579,The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .,N/A,No
13863356,582579,http://www.thepost.ie/post/pages/p/s...726-qqqx=1.asp,N/A,No
13863483,581188,The History channel had something on about what your talking about .,N/A,No
13863483,581188,It went through the history of all Dracula movies and the real life Dracula !,N/A,No
13863585,573923,Don't take me wrong but a pig is a pig in any country and such is the actress who played the part on this show .,N/A,Yes
13863745,592910,It was no accident .,N/A,No
13863745,592910,The english policy was one of extermination from day 1 .,N/A,No
13863745,592910,"The famine was a planned event , to pacify a troublesome country .",N/A,No
13863902,574905,They are a good example of people who are brainwashed .,N/A,No
13863902,574905,They speak the Irish language because it 's their culture but are brainwashed into thinking that it 's ok to destroy our race .,N/A,No
13863919,587048,"sure it was , yes of course , what was i thinking ?",N/A,No
13863919,587048,Now sit back down by the radio with your mug of tea and wait for your favourite BBC radio shows to come on and forget all about the truth .,N/A,No
13863919,587048,"There you go , its okay now , sshh .",N/A,No
13863990,592530,we should have our rights to do things our own way and all but that woman SHOULD have had an abortion !!! im against killing babies but there is NO WAY that could have gone well. dead fetus could 've probably killed the mother .,N/A,No
13864025,592767,Thanks It may not seem like much but just puting one of those leaflets up on a noticeboard gets a lot of people talking .,N/A,No
13864095,592927,"https://www.stormfront.org/forum/show...t+20867&page=9 Just go to my post further down the page , Drug dealing , Murdering , Racemixing , Zionist/Masonic scumbags The last picture of the black orangemen , f * ckin hell i nearly split my sides laughing",N/A,Yes
13864288,591107,"No it is not a joke , we have a very high standard education system here in Ireland ..",N/A,No
13864288,591107,It is as good as anywhere in the world ..,N/A,No
13864296,587137,"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",N/A,Yes
13864353,592605,did anyone go to this last night ?,N/A,No
13864353,592605,I heard their was 5000 people at it .,N/A,No
13864353,592605,Thats got to be a exaggeration right ?,N/A,No
13864391,592911,i am a 16yr old irish male dont worry lads i ll make sure ireland stays white and i hope i can count on help from my stormfront brothers around the world ???? 2508,N/A,No
13864402,582579,Junior Minister Pat Gallagher is at the centre of a Garda investigation after the disappearance of nine Bangladeshis .,N/A,No
13864402,582579,http://u.tv/newsroom/indepth.asp ? id = 63241 & pt = n,N/A,No
13864523,592977,"http://www.belfasttelegraph.co.uk/ne...p?story=655156 And the usual loyalist reaction and freedom to Nationalists is to attack the Harryville Catholic Church and hold pickets while people pray inside if the parade goes ahead , and give abuse and threaten and attack Catholics in Ballymena .",N/A,No
13864523,592977,4,N/A,No
13864550,577819,"Boy, those same blacks get awful mad when you have a sign saying `` No to a black Africa '' , then it becomes wrong .",N/A,Yes
13864558,574905,I do n't think so .,N/A,No
13864558,574905,Why is rugby dominated by whites ?,N/A,No
13864558,574905,"Because white peoples build is more suited to rugby ( stronger upperbody , endurance etc ) .",N/A,No
13864558,574905,Soccer is the black mans game as they are so many of them playing soccer in poportion to whites .,N/A,No
13864558,574905,I 'm sure Gaelic games especially hurling would be too rough for them also .,N/A,No
13864610,578838,And all nonsense .,N/A,No
13864610,578838,If it was n't then it meant that those same Celts went through some serious racial degradation before Europeans really started arriving .,N/A,No
13864614,576598,Wow.,N/A,No
13864614,576598,I cant believe i actually wasted several minutes of my life reading that page .,N/A,No
13864614,576598,Was there actually supposed to be any evidence of Celtic communities in NZ contained on that page ?,N/A,No
13864614,576598,I certainly found none .,N/A,No
13864622,573534,Government should be held accountable for not doing more in the past to preserve better.Hopefully whats left can be managed better .,N/A,No
13864623,587329,"That is truly sad , I do n't know how anyone could destroy something that is so old .",N/A,No
13864623,587329,Truly sad ...,N/A,No
13864623,587329,Every day they erase more of our past .,N/A,No
13864738,592987,I am looking for a website that will sell and deliver flags to Ireland .,N/A,No
13864738,592987,"Anyone in Ireland who has got some flags please say where you got them , because I want some too .",N/A,No
13864738,592987,35109,N/A,No
13864764,591126,"Thanks for your support commando 88 , pm me and we will talk .",N/A,No
13864764,591126,"Yes the camp out will take place next month , we have a magnificent spot for it in the mountains of leinster .",N/A,No
13864764,591126,Onward !,N/A,No
13864766,591125,"Thankfully, the C.W. Camp-Out will go ahead this year .",N/A,No
13864766,591125,"Unfortunately , we missed out last year but this year s occasion will definitely make up for it .",N/A,No
13864766,591125,"Beautiful scenery , music , campfire and good , true company .",N/A,No
13864766,591125,Looking forward to it !,N/A,No
13864766,591125,"Regards , Draiodoir .",N/A,No
13864811,587048,"sorry mods , i posted this twice by mistake so you can kill this thread and leave the other as i cant seem to be able to delete it .",N/A,No
13864811,587048,2508,N/A,No
13864827,591107,"I read recently in cold black and white print that there was around 10,000 nigerians in Ireland ... Now you say close to 300,000 ????!",N/A,No
13864827,591107,Is this true ?,N/A,No
13864997,585781,It's no surprise Irish girls would do that .,N/A,No
13864997,585781,It goes on in all of the White Western World .,N/A,No
13864997,585781,Most White Western Women have the racial sense of a cabbage .,N/A,Yes
13864997,585781,Czynski ! 5122,N/A,No
13865061,591107,You would be luckey to see a real Irish person on the TV these days ..,N/A,No
13865061,591107,Besides news and night-time shows .. Its shocking,N/A,No
13865139,591107,Rosanna Davison I think is her name .,N/A,No
13865139,591107,The next time I see her on TV3 bitching about the latest immigrant gripe i 'll * * * * ing die !,N/A,No
13865139,591107,What an ugly hag,N/A,No
13865393,593019,Ironic that they would consider those from Iceland as Germanic when people from Iceland have a 50 % blood link with Ireland due to the Viking slave trade .,N/A,No
13865413,592962,just posting to say I got a month of community service for stealing lightbulbs out of a place I was renting + a 280Euro fine. compare that to the black rapist a while ago who got off scot free .,N/A,No
13865413,592962,2508,N/A,No
13865548,574905,Residents against racism has organised a march or demonstration ( whatever ) to keep these killers in ireland and bring in more .,N/A,No
13865548,574905,2508,N/A,No
13865550,572043,"God only knows , these people have no respect for ANYTHING not even their own .",N/A,Yes
13865550,572043,That is where we people differ ..,N/A,No
13865550,572043,Hails ~,N/A,No
13865609,573657,I believe that Ireland needs a WN party and quite quickly after the amount of non whites that I seen while in Dublin .,N/A,No
13865626,593027,I scored higher than any non-whites too .,N/A,No
13865626,593027,I got 6A 's and 4 B 's .,N/A,No
13865626,593027,I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,N/A,Yes
13865677,575664,Ireland is a strange place for ethnics as there is no pakis But there main ethnic problem is Chinese and Africans Did not see much race mixing among men when I was over last time,N/A,No
13865781,573790,"Take one of the scandinavian flags , and change the color from blue and yellow ( Sweden as an example ) and turn it to green and yellow. lol , it might be decent",N/A,No
13865807,574905,These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .,N/A,No
13865807,574905,16,N/A,No
13865833,591825,Anyone want to send us photos of activism ?,N/A,No
13865833,591825,Videos etc welcome .,N/A,No
13865833,591825,Get out there and lead by example .,N/A,No
13865833,591825,http://www.exterminationist.com/science.htmhttp://www.exterminationist.com/leaflets.htm There is alot of work to be done .,N/A,No
13865891,593044,I almost fell off my chair with sadness and anger when I heard this from the vanguard site .,N/A,No
13865891,593044,I have always thought Ireland to be the last all white country left .,N/A,No
13865891,593044,16,N/A,No
13865900,573828,I wonder why the Irish media are so obsessed with this site .,N/A,No
13865900,573828,We get the occasional mention in papers like the Guardian here and of course journalists look in but as far as I know that 's it .,N/A,No
13865914,590004,".I have decided on the flags of the four provinces combined on four squares together as my own favourite flag to wave at Rugby and soccer internationals rather than the Tricoleur or St Pat , s .",N/A,No
13865914,590004,Anyone know where i can buy one .. ? 88 Jab : soldierfn,N/A,No
13865942,590294,Great to see you back Irish Rose .,N/A,No
13865942,590294,"If you 've not had the chance to check it out , you might find this site of some interest .",N/A,No
13865942,590294,http://www.irish-nationalism.com/forum/,N/A,No
13866121,592894,"I suggest you go away and get an education , New Grange , built in 3200bc is the oldest building in Europe .",N/A,No
13866121,592894,The Irish brought Christianity and learning to Pagan Britain. ( posted in reply to BRs deleted post ) .,N/A,No
13866148,589830,It just goes to show that the IRA are just criminals and not freedom fighters as they claim .,N/A,Yes
13866148,589830,All para-militaries are just criminal scum !!!!,N/A,Yes
13866161,573857,I'm glad my thread is so amusing .,N/A,No
13866161,573857,I 'm surprised to see it still active .,N/A,No
13866161,573857,I hope then there are no hard feelings ???,N/A,No
13866256,586778,"Defeats the bloody object of having an ignore facility if one reads the thread , doh , Pray all you want my God wont count ' em",N/A,No
13866337,574288,Certain individuals like to claim some form of ' moral high-ground ' in our racial fight to preserve the White race. irish republicans hidden jewish past .....,N/A,No
13866337,574288,http://www.irishdemocrat.co.uk/anonn...ous-mysticism/http://www.midnet.ie/connolly/irishd...ndecjan98.htmlsinnfein/i.r.a.visitAuschwitz:http://www.utvinternet.com/newsroom/ ... ? id = 52367 & pt = n,N/A,No
13866350,592555,>>I would love to visist Ireland and eventually move there .,N/A,No
13866350,592555,Your more than welcome if your predominantly Irish in ancestry .,N/A,No
13866350,592555,2508,N/A,No
13866377,592111,"wonder what anyone thinks of this for a logo , gaelic guard , garda gaelach Green for Ireland , four stars for the four provinces , on a white field for obvious reasons 2508",N/A,No
13866393,592755,So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,N/A,Yes
13866450,591103,"Justin Barrett was on Yesterdays lastword on Today FM you can listen to the show on the link below , Justin comes on in about half an hour into the program .",N/A,No
13866450,591103,http://www.radioireland.ie/lastword/19112004-17.wmv,N/A,No
13866457,572043,"I had a few of the CDs and gave them all away , let me see if i can get you a copy !!!!",N/A,No
13866551,592990,I was just about to say the same as Draiodoir .,N/A,No
13866551,592990,"That 's the first I heard of her and her story , truely saddening .",N/A,No
13866551,592990,R.I.P Elizabeth .,N/A,No
13866620,586589,Make sure you have a security team for Justin Barrett whenever he speaks in public in case the unwashed scum try anything again .,N/A,No
13866649,572554,We occasionally get people like jimmy coming here to SF to `` study '' us .,N/A,No
13866649,572554,It irritates the hell out of me .,N/A,No
13866649,572554,"You 're treading on very thin ice , jimmy .",N/A,No
13866670,592605,My ex girlfriends mother wrote that song !,N/A,No
13866670,592605,Who are you ? and how did you get your hands on it ? pm me or send a email please,N/A,No
13866683,572554,When a race no longer has the will to protect its women then it 's well on the way to extinction .,N/A,No
13866684,572043,"Race Mixing is and has been a huge problem for of kin for many many years , how on earth are you supposed to protect women who think its ok in the first place ?",N/A,No
13866706,593076,Don't think you supremacists would ever be able to build up the force of resistance that Irish Republicans did mate .,N/A,No
13866706,593076,Look on in jealousy !!! 2508,N/A,No
13866727,587054,"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",N/A,Yes
13866762,591103,The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,N/A,Yes
13866781,592922,Yea their is !,N/A,No
13866781,592922,Quick .,N/A,No
13866781,592922,These moslem filth hacked there heads off it took about 30 seconds !,N/A,Yes
13866781,592922,The poor sod was srceaming the whole time .,N/A,No
13866825,572043,so is tom still rambling on about putting up machine guns in the city centre ? lol and that sites great al making all wn look like terrorists.so tell us all of some of the irms activism so far ?,N/A,No
13866875,590108,"Uh oh , looks like the mods are all away on summer vacation Are any of those anti-leftist comments by you guys ? living in America , this board is starting to give me hope !",N/A,No
13866875,590108,All those evil irish ignorant racists 2508,N/A,No
13866882,572289,Of course if people would stop going to these places then they would never be able to earn enough money to start up foreign cesspits in Irish towns .,N/A,No
13866955,593098,Then why are you posting on Stormfront ?,N/A,No
13866955,593098,"Seriously , go somewhere else and have someone else throw a pity party for you .",N/A,No
13866955,593098,Bye .,N/A,No
13867005,592928,"Thanks, ive actually found this to be a very warm and welcoming site , been reading for a few weeks now , thought id register .",N/A,No
13867005,592928,2508,N/A,No
13867034,591105,Excellent idea .,N/A,No
13867034,591105,I am to help in anyway i can .,N/A,No
13867034,591105,"A few weeks ago i started looking into doing that and have got a few pictures and LOADS of mobile numbers so far , reds are just SO naive !",N/A,Yes
13867086,579436,Uh oh ... bad move there Mr. King .,N/A,No
13867086,579436,I expect there will be half a dozen posters getting up on their soapboxes awful quickly ...,N/A,No
13867086,579436,Aragorn,N/A,No
13867177,593109,She could just move to the Christian part of Nigeria where there is no Sharia law .,N/A,No
13867177,593109,Its a huge country with each tribe and religion having their own province .,N/A,No
13867243,592436,"I do n't have a problem with English working or living in Ireland , maybe it was your personality that was the problem .",N/A,No
13867383,573582,"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",N/A,Yes
13867434,572475,"Well atleast the guy was 64 years old , hopefully he 's too old to bear any half caste children with that Filipina woman .",N/A,Yes
13867447,590028,"The Swedish Flag today was presented by a Nigerian Girl at the House of the President of Ireland , during the European Union Expansion Ceremony .",N/A,No
13867457,579436,"I've taken to call myself either `` European '' , `` half-Irish '' , or `` Irish-American '' .",N/A,No
13867457,579436,"When I hear the term `` American '' , I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .",N/A,Yes
13867457,579436,Aragorn,N/A,No
13867528,584939,Well done to all the people in Ireland.Let 's hope this is just the start of people waking up to the dangers of a mulitracial society .,N/A,No
13867528,584939,www.natall.com,N/A,No
13867578,591105,"Welcome to Stormfront Ireland Ive seen the numbers at the bottom of a lot of posts , its just some kind of moderators code .",N/A,No
13867578,591105,2056,N/A,No
13867668,593033,As northern Ireland falls under our rule we have more right to be here than a plastic paddy from america so kindly crawl back under your rock .,N/A,No
13867769,592767,Just for the record is this the same Journalist that wrote the article a few weeks ago telling us to mongrelise ?,N/A,No
13867771,591112,today i obtained this article. gene kerrigan looks non white. it 's nice to see the indo refering to my st. bridgets cross/celtic cross/sunwheel designs !,N/A,No
13867771,591112,http://www.geocities.com/ireland_awa...w_design02.jpg,N/A,No
13867797,586195,"Lie, lie , lie !!!",N/A,No
13867797,586195,Irish men are SOOOOOOO beautiful !!!!,N/A,No
13867797,586195,"I love their darker hair , their skin , their eyes !",N/A,No
13867797,586195,They are stunning !! * KISS * 2056,N/A,No
13868000,589838,"May be SF Ireland could apply to the funding , as it 's working hard to improve White racial relations in the Community ?",N/A,No
13868014,572043,"Latha math dhuibh agus dè tha dol agad fhèin , a Phàdruig/Hello Pat , how are you ?",N/A,No
13868014,572043,"Aye , warriour of Éire . . . whether you would like fadas for Irish Gæilge , e.g. , é , í , ó and the like , or Scottish Gælick , e.g. , ì , ò , è , é , í , à , ù and the like . . . try such , lad : I. Start Menu to All Programs to Accessouries to System Tools to Litrichean ( I canæ re-call of what Litrichean tis called in English for my computer is in Gàidhlig , but tis Script Lettres , Characters or the like , I reckon. )",N/A,No
13868014,572043,"You shall know of where to go from there , gille. or . . .",N/A,No
13868014,572043,II .,N/A,Yes
13868014,572043,Change the language of your keyboard setting in your Control Panel under the Regional Optional and Langauges theme. or . . .,N/A,No
13868014,572043,III .,N/A,Yes
13868014,572043,"Make a visit here , lad . .",N/A,No
13868014,572043,.,N/A,Yes
13868014,572043,http://tlt.its.psu.edu/suggestions/ ... entsHandout.pdf or . . .,N/A,No
13868014,572043,IV .,N/A,Yes
13868014,572043,Pray vnto Odin .,N/A,No
13868014,572043,"Many-a-luck to you , gille .",N/A,No
13868037,590492,It's a failure of the irish to do n't have a strong right radical party of their own .,N/A,No
13868037,590492,BNP just fills the gaps ....,N/A,No
13939030,577061,the article says they went into mainstream schooling so i think that must have played a role in it.the drugs were proscribed to them for health problems,N/A,No
13940778,594169,"So sick of the way its working , I remember when I was growing up in Winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull * * * * it wasnt anything to how it is now .",N/A,Yes
13940778,594169,Pakis asians and even jungle bunnies come in and * * * * starts getting weird .,N/A,Yes
13940778,594169,"White kids dressing and acting black and all that * * * * , when I was in school we would beat the * * * * out of those kids .",N/A,No
13940778,594169,I grew up in a neighborhood called Transcona it was always white until the last 15 20 years .,N/A,No
13940778,594169,Now i just dont know what to do or think anymore .,N/A,No
13940778,594169,So what are your thoughts and personal experiences with the whole new immigration system ??,N/A,No
13941113,573013,"I'm down for that , and I could bring along some other WN folks .",N/A,No
13941113,573013,Dave you live in frigin Brampton ?!,N/A,No
13941113,573013,Man that sucks lol ...,N/A,No
13941117,594185,"Yeah, Hell on earth .",N/A,No
13941117,594185,I feel like I should pull out my passport when I want into walmart with all the * * * * ing pakis and * * * * in there,N/A,Yes
13941874,588751,Greetings were looking to recruit new members for the United Front or start a new chapter in Surrey/Van we are only in the Valley right now pm if interested .,N/A,No
13941875,594217,I'd like to see the videos and pictures .,N/A,No
13941875,594217,Stuff like that needs to be shared on Facebook to wake Canadians up .,N/A,No
13941910,594220,Such a shame that our government cares more about looking good in front the world then it does about the safty of its people .,N/A,No
13942298,572314,"White people ca n't just be left alone , can they ?",N/A,No
13942298,572314,Every beautiful place on Earth has to be ruined .,N/A,No
13942298,572314,Where can Whites go and be left alone ?,N/A,No
13942302,592355,It's a shame that universities of Canada import black and brown people .,N/A,Yes
13942302,592355,Most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,N/A,Yes
13944391,581731,I understand this but unfortunatly I have no one else to turn to .,N/A,No
13944391,581731,Most if not all of the whites at my school are complete race traitors,N/A,Yes
13945533,594306,I wanted to run for politics as well but I realized there is no hope as society is way too liberal .,N/A,No
13945533,594306,They will vote in a conservative but when the conservative does anything conservative the marxist left label the conservative as an idiot or a racist .,N/A,No
13945592,579461,When they took the cross off the Canadian flag then we were doomed .,N/A,No
13945592,579461,Up until then we were part of Europe .,N/A,No
13945984,594391,"For starters it would be good to obtain a few hundred thousand dollars for a small farm , or a million or two for a bigger one .",N/A,No
13945988,583103,We just need a bunch of us to move into one small White town .,N/A,No
13945988,583103,"When there , have many children .",N/A,No
13945988,583103,"Growing up with our many children , the other kids of the town will follow their lead .",N/A,No
13946095,594398,"Theres an aborigional day , black pride month .",N/A,No
13946095,594398,I would like too see white people get together and get us a white pride day,N/A,No
13946706,594309,"Vancouver ( Burnaby , Richmond , Surrey ) I guarantee are worse than Calgary .",N/A,No
13946706,594309,It has become unbearable and is seriously changing me as a person watching my country be decimated .,N/A,Yes
13946706,594309,"From 1860 to 1990 Canada had brought in over 200,000 immigrants a total of 9 times .",N/A,No
13946706,594309,"From 1990-2010 Canada brought in over 200,000 immigrants 18 timess !!! 9 times in 130 years .....",N/A,No
13946706,594309,18 times in the last 20 years 9 times in 130 years ....,N/A,No
13946706,594309,18 times in the last 20 years It 's time for the next generation to fight back to regain our country ..... the baby boomers will lose it for us if we do nothing .,N/A,Yes
13946975,579104,"Last I checked though , there are more Europeans being raped by non Europeans in Europe than there have been in Canada",N/A,No
13946979,594438,There is an active community here - you just need to get off the net to find it .,N/A,No
13946979,594438,Use PM to get in touch .,N/A,No
13947162,590924,How could you begin to tell people that all this multi cultural stuff is wrong without being hated on by our fellow people ?,N/A,No
13947186,580079,"Leg, I 'd stay away from most places around Toronto .",N/A,No
13947186,580079,Especially Brampton .,N/A,No
13947186,580079,Brampton is a run down place now that I would n't live in even if you paid me .,N/A,No
13947255,578543,Like I have always said and will say till my dying day and beyond .,N/A,No
13947255,578543,"""",N/A,No
13947255,578543,"There is no moral or just law that says you can not defend yourself , your family/loved ones/home from an unperoked attack . '",N/A,No
13947609,577963,"sounds like your trying to give her your life story when you first meet , that will come in time , just have fun man",N/A,No
13948134,590924,Yeah it was the same way when I was going to school in Calgary. the problem is they have like 8 kids where we only have about 1-2 children usually .,N/A,No
13948582,579104,"Naturally it will happen , even the biggest white liberal will seek out the white part of town when his neighbourhood becomes culturally enriched ie .",N/A,No
13948582,579104,50 shades of brown,N/A,Yes
14013941,594202,I finally heard back from the Child Development today .,N/A,No
14013941,594202,My son will be scheduled to have his first assesment around September sometime .,N/A,No
14013941,594202,It has only taken 14 months to arrive to this point .,N/A,No
14013954,579104,"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",N/A,Yes
14013954,579104,Pakis are all about forcing their culture on us .,N/A,Yes
14014090,595527,The easiest solution is to find a nice white girl and have at least two or more white children .,N/A,No
14014090,595527,Raise those children to not be race traitors and instill good values in them .,N/A,No
14014155,594241,You can grow fruit there .,N/A,No
14014155,594241,And there 's lots of water ... with trout and other fish .,N/A,No
14014155,594241,I really like this idea .,N/A,No
14014174,576515,Looks like some Jews good broken into their car and garage I just had to laugh when saw this .,N/A,Yes
14014174,576515,Police investigating hate crime at Toronto home | CTV Toronto News,N/A,No
14014176,572099,"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",N/A,Yes
14014176,572099,Plus who leaves their car open at night and in the city !?,N/A,No
14014186,595501,"I visited your website and facebook page , and I like what I see .",N/A,No
14014186,595501,I shall contribute to this organization and support the XXV points .,N/A,No
14014187,595502,"Thank you if have any questions feel free to message us on Stormfront or by contacting the United Front , Canadian Division : UnitedFrontCanada@gmail.com",N/A,No
14014191,588751,Are only chapter right now is in the Fraser Valley near Vancouver but were looking to open chapters all over Canada .,N/A,No
14014230,576233,"Indeed, the arab population of interior BC is quite high and in some of the richer areas are almost 60 % + brown .",N/A,No
14014273,575322,"I had no idea where Mississauga was , other than in Canada , so I decided to look it up .",N/A,No
14014273,575322,In doing so I came across these `` twisted '' new buildings located there :,N/A,No
14014290,576394,We have a National party in Canada they are just not that recognized yet. check out Nationalist Party of Canada and support !,N/A,No
14014389,577963,"nice to see another maritimer , the south shore is a beautiful place , i ride down that way a lot on my harley , i live in the annapolis valley .",N/A,No
14014630,588751,We need to all move out west were the resources are and bring in whites from all other nations then separate we need to have a white homeland its the only way we could possibly save our race .,N/A,No
14014660,590819,There is wisdom in your post .,N/A,No
14014660,590819,"Take everything with a grain of salt for the wolves come in sheep clothing , your heart will know what is right .",N/A,No
14014660,590819,Welcome to the fight .,N/A,No
14014774,579541,"I grew up in small town Southern N.B for a good half of my life , in a region called Kings County , it was 100 % white except for literally 3 black people , and they never mixed with whites ..",N/A,No
14014774,579541,The French N.B communities near Quebec especially would be white to .,N/A,No
14014782,579104,"When it comes to black jack the Chinese have no problem with the dealer showing a 4 , they 'll even split a pair of fours funny huh",N/A,No
14014783,572226,I find this news to be astonishing .,N/A,No
14014783,572226,Whites in Canada need to wake up and start realizing they are slowly losing their rights .,N/A,No
14014847,594240,"Hi, Yes anywhere in the maritimes is full of culture and if you like old fashioned values and a very white city go to St. John 's Newfoundland .",N/A,No
14014847,594240,Tons of culture and just great friendly people .,N/A,No
14014866,578847,"I'm in a Canadian city of about 30,000 .",N/A,No
14014866,578847,Conservative and white .,N/A,No
14014866,578847,"If there is a non white in town , everyone knows about it .",N/A,No
14014868,595558,"I'm from a place of 20 ' 000 and it 's 97 % white , come white people !",N/A,No
14014868,595558,It just shows how superior Atlantic Canada is .,N/A,No
14014876,572269,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,N/A,Yes
14014956,577664,Last thing we want is them moving off the reserves .,N/A,Yes
14014956,577664,"Still , i prefer natives over every other non-white but Japanese and Koreans .",N/A,No
14014971,577755,"I felt the same way when I first made an account ... a few days ago I 'm quickly realizing I DO belong here , it 's just a matter of getting to know people .",N/A,No
14014971,577755,Like any new group ; some you 'll like and some you wo n't .,N/A,No
14014973,572791,"Yes, you are fine .",N/A,No
14014973,572791,This is also a great place for news that you wo n't find anywhere else ; heartbreaking as it may be .,N/A,No
14015093,595557,Education is the only way to beat this ..,N/A,No
14015093,595557,"http://www.nature.com/news/2011/1109....2011.518.html This site is great for our cause .. It tells a whole different story through DNA , not political BS .",N/A,No
14015131,578856,Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,N/A,Yes
14015131,578856,I just hope it will be a wake up call for those who dont believe in our cause .,N/A,No
14015131,578856,I dont see how people can ignore this issue much longer .,N/A,No
14015134,595564,"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",N/A,Yes
14015195,572285,The flag should have the leaf thingy and a mix between the French flag and the George Cross of England to show the ethnic heritage of the White Canadians,N/A,No
14016407,594294,If anyone is interested in a meet up please feel free to pm me so we can set something up we are now in Toronto and St Catharines .,N/A,No
14016407,594294,"Heil , 14/88",N/A,No
14016510,594184,Too bad you 're not in BC where I am .,N/A,No
14016510,594184,"I would meet ya. ^ _ ^ Lots of "" `` work '' `` here lol .",N/A,Yes
14016510,594184,Maaaaany pinders and Asians here ......,N/A,Yes
14016643,588751,Watching out for Anti-Whites if you have info on Anti-Whites send it to this site I am sure there are lots of you out there with info on Anti Whites so send it in .,N/A,No
14016643,588751,ANTI WHITE WATCH,N/A,Yes
14016744,595586,"Hello, I just joined too .",N/A,No
14016744,595586,I live in a predominantly white area and ca n't imagine what that would be like ..,N/A,No
14016815,581725,BS!,N/A,No
14016815,581725,Have you ever spent time outside of the Vancouver area ?,N/A,No
14016815,581725,I can go weeks in my town without seeing a non white unless an Indian is hitchhiking to town .,N/A,No
14017059,595590,"im not sure if the thread just died down or that was all the interest from Manitoba , I hope a few more read this and decide to form a commune",N/A,No
14017062,577037,"I'm with you , Winnipeg has become a cesspool .",N/A,Yes
14017062,577037,"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",N/A,Yes
14017079,574247,Some Natives were driving around in a truck a few years ago .,N/A,No
14017079,574247,Nothing unusual about that except it said on the back window .,N/A,No
14017079,574247,"`` Work harder white boy , my brother needs a new truck '' .",N/A,No
14017079,574247,True story,N/A,No
14017132,588751,Id say move out west were ever either B.C or Alberta all white people in Canada need to move out west so we can take the west back .,N/A,No
14017179,579492,I stopped watching the CBC when they started airing that show `` Little Mosque on the Prairie '' .,N/A,No
14017179,579492,Now I watch no TV at all .,N/A,No
14017179,579492,Just Internet .,N/A,No
14017179,579492,I 'm sure I 'm not missing much .,N/A,No
14017903,579682,"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .",N/A,Yes
14017904,575841,If you want to start doing something productive for your race you can start by posting Mantra .,N/A,No
14017904,575841,Check out the link in my sig brother .,N/A,No
14017921,594185,"Brampton here , or hell as I call it .",N/A,No
14017921,594185,Would be down in the new year to get together with other brothers and sisters .,N/A,No
14017927,579136,Never buy from stores that hire minorities over whites if at all possible .,N/A,No
14017927,579136,In this case it is very possible and good for you anyways .,N/A,No
